,name,city,country,iata,icao,lat,lon,altitude,timezone,dst,tz_database_time,type,source,evcent,pagerank,degree_centrality,closeness,betweenness
3452,Mobile Downtown Airport,Mobile,United States,BFM,KBFM,30.626800537100006,-88.06809997559998,26,-6,A,America/Chicago,airport,OurAirports,,,,,
3453,Metropolitan Oakland International Airport,Oakland,United States,OAK,KOAK,37.72129821777344,-122.22100067138672,9,-8,A,America/Los_Angeles,airport,OurAirports,0.014313893453427765,0.0006794219221680964,0.019567757009345793,0.30000810548614765,0.0003507834218794394
3454,Eppley Airfield,Omaha,United States,OMA,KOMA,41.303199768066406,-95.89409637451172,984,-6,A,America/Chicago,airport,OurAirports,0.014705444330062595,0.00038145121054947384,0.011098130841121495,0.2917323833458814,1.0135979868757055e-06
3455,Port Angeles Cgas Airport,Port Angeles,United States,NOW,KNOW,48.14149856567383,-123.41400146484376,13,-8,A,America/Los_Angeles,airport,OurAirports,,,,,
3456,Kahului Airport,Kahului,United States,OGG,PHOG,20.89859962463379,-156.42999267578125,54,-10,N,Pacific/Honolulu,airport,OurAirports,0.008709547629165154,0.0005741888591727113,0.012266355140186916,0.28876432344575376,0.001343212773307331
3457,Wichita Mid Continent Airport,Wichita,United States,ICT,KICT,37.649898529052734,-97.43309783935548,1333,-6,A,America/Chicago,airport,OurAirports,0.009126209347904942,0.00026397557525142473,0.006717289719626168,0.2920659384015979,4.53350865311037e-05
3458,Kansas City International Airport,Kansas City,United States,MCI,KMCI,39.2976,-94.713898,1026,-6,A,America/Chicago,airport,OurAirports,0.026341000937566545,0.0008345130298708764,0.02511682242990654,0.30169798488472505,0.0009643622752705274
3459,Dane County Regional Truax Field,Madison,United States,MSN,KMSN,43.13990020751953,-89.3375015258789,887,-6,A,America/Chicago,airport,OurAirports,0.00877170806385891,0.00023814069507153616,0.006425233644859813,0.28475302003311337,7.885599447726034e-08
3460,Dillingham Airport,Dillingham,United States,DLG,PADL,59.04470062,-158.50500490000002,81,-9,A,America/Anchorage,airport,OurAirports,0.00010268678554145172,0.00022539981733810032,0.0011682242990654205,0.22538276908009827,0.0
3461,Boone County Airport,Harrison,United States,HRO,KHRO,36.26150131225586,-93.15470123291016,1365,-6,A,America/Chicago,airport,OurAirports,0.0006461036687764617,7.732808290874824e-05,0.0011682242990654205,0.2321905831090874,0.0
3462,Phoenix Sky Harbor International Airport,Phoenix,United States,PHX,KPHX,33.43429946899414,-112.01200103759766,1135,-7,N,America/Phoenix,airport,OurAirports,0.03822255199829633,0.001904172816317312,0.053154205607476634,0.3208492482730597,0.004873385121470073
3463,Bangor International Airport,Bangor,United States,BGR,KBGR,44.80739974975586,-68.82810211181639,192,-5,A,America/New_York,airport,OurAirports,0.0028708992430134107,0.0001463440289290637,0.003504672897196261,0.2623263859409249,7.356914620542523e-06
3464,Fort Lauderdale Executive Airport,Fort Lauderdale,United States,FXE,KFXE,26.1972999573,-80.1707000732,13,-5,A,America/New_York,airport,OurAirports,,,,,
3465,East Texas Regional Airport,Longview,United States,GGG,KGGG,32.38399887084961,-94.71150207519531,365,-6,A,America/Chicago,airport,OurAirports,0.0009150301257539657,6.323309534385677e-05,0.0005841121495327102,0.26162370752589365,0.0
3466,Anderson Regional Airport,Andersen,United States,AND,KAND,34.4945983887,-82.70939636230001,782,-5,A,America/New_York,airport,OurAirports,,,,,
3467,Spokane International Airport,Spokane,United States,GEG,KGEG,47.61989974975586,-117.53399658203124,2376,-8,A,America/Los_Angeles,airport,OurAirports,0.005654009745978778,0.00023456074626018766,0.005841121495327103,0.2800935998335162,4.056165082728107e-08
3468,North Perry Airport,Hollywood,United States,HWO,KHWO,26.0011997223,-80.24069976810001,8,-5,A,America/New_York,airport,OurAirports,,,,,
3469,San Francisco International Airport,San Francisco,United States,SFO,KSFO,37.61899948120117,-122.375,13,-8,A,America/Los_Angeles,airport,OurAirports,0.05922621865208262,0.002158869891873445,0.06074766355140186,0.3549369088954861,0.011720820580167348
3470,Cut Bank International Airport,Cutbank,United States,CTB,KCTB,48.6083984375,-112.375999451,3854,-7,A,America/Denver,airport,OurAirports,,,,,
3471,Acadiana Regional Airport,Louisiana,United States,ARA,KARA,30.0378,-91.883904,24,-6,A,America/Chicago,airport,OurAirports,,,,,
3472,Gainesville Regional Airport,Gainesville,United States,GNV,KGNV,29.6900997162,-82.27179718020001,152,-5,A,America/New_York,airport,OurAirports,0.004091771137970478,0.0001280523127373947,0.0029205607476635513,0.2689334078090515,2.7304681745975194e-09
3473,Memphis International Airport,Memphis,United States,MEM,KMEM,35.04240036010742,-89.97669982910156,341,-6,A,America/Chicago,airport,OurAirports,0.018402885011136995,0.0006287205453865763,0.018399532710280372,0.2968967116339891,0.0012676572207808506
3474,Bisbee Douglas International Airport,Douglas,United States,DUG,KDUG,31.4689998627,-109.60399627700001,4154,-7,A,America/Phoenix,airport,OurAirports,,,,,
3475,Allen Army Airfield,Delta Junction,United States,BIG,PABI,63.994499206499995,-145.722000122,1291,-9,A,America/Anchorage,airport,OurAirports,,,,,
3476,TSTC Waco Airport,Waco,United States,CNW,KCNW,31.6378002167,-97.07409667969999,470,-6,A,America/Chicago,airport,OurAirports,,,,,
3477,Annette Island Airport,Annette Island,United States,ANN,PANT,55.04240036010742,-131.57200622558594,119,-9,A,America/Anchorage,airport,OurAirports,,,,,
3478,Caribou Municipal Airport,Caribou,United States,CAR,KCAR,46.8714981079,-68.0178985596,626,-5,A,America/New_York,airport,OurAirports,,,,,
3479,Little Rock Air Force Base,Jacksonville,United States,LRF,KLRF,34.916900634799994,-92.14969635010002,311,-6,A,America/Chicago,airport,OurAirports,,,,,
3480,Redstone Army Air Field,Redstone,United States,HUA,KHUA,34.67869949,-86.68479919,684,-6,A,America/Chicago,airport,OurAirports,,,,,
3481,Pope Field,Fort Bragg,United States,POB,KPOB,35.1708984375,-79.014503479004,217,-5,A,America/New_York,airport,OurAirports,,,,,
3482,Dalhart Municipal Airport,Dalhart,United States,DHT,KDHT,36.0225982666,-102.54699707,3991,-6,A,America/Chicago,airport,OurAirports,,,,,
3483,Laughlin Air Force Base,Del Rio,United States,DLF,KDLF,29.359500885,-100.77799987799999,1082,-6,A,America/Chicago,airport,OurAirports,,,,,
3484,Los Angeles International Airport,Los Angeles,United States,LAX,KLAX,33.94250107,-118.40799709999999,125,-8,A,America/Los_Angeles,airport,OurAirports,0.07588142342848286,0.0033408747208979487,0.08674065420560748,0.37904231476157607,0.06616375813998222
3485,Anniston Metropolitan Airport,Anniston,United States,ANB,KANB,33.58819962,-85.85810089,612,-6,A,America/Chicago,airport,OurAirports,,,,,
3486,Cleveland Hopkins International Airport,Cleveland,United States,CLE,KCLE,41.411701202399996,-81.8498001099,791,-5,A,America/New_York,airport,OurAirports,0.029500787744502426,0.0011498347336098625,0.03271028037383177,0.30285359960110975,0.0030164417506369228
3487,Dover Air Force Base,Dover,United States,DOV,KDOV,39.12950134,-75.46600342,24,-5,A,America/New_York,airport,OurAirports,,,,,
3488,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,KCVG,39.0488014221,-84.6678009033,896,-5,A,America/New_York,airport,OurAirports,0.030172203171972625,0.0008657309698352842,0.027453271028037383,0.3133116067200838,0.001070166501890707
3489,Tipton Airport,Fort Meade,United States,FME,KFME,39.08539962769999,-76.7593994141,150,-5,A,America/New_York,airport,OurAirports,,,,,
3490,China Lake Naws (Armitage Field) Airport,China Lake,United States,NID,KNID,35.6853981,-117.6920013,2283,-8,A,America/Los_Angeles,airport,OurAirports,,,,,
3491,Huron Regional Airport,Huron,United States,HON,KHON,44.38520050048828,-98.22850036621094,1289,-6,A,America/Chicago,airport,OurAirports,1.0362526146300695e-05,0.0001022006354739084,0.0005841121495327102,0.20040975978431916,0.0
3492,Juneau International Airport,Juneau,United States,JNU,PAJN,58.35499954223633,-134.57600402832028,21,-9,A,America/Anchorage,airport,OurAirports,0.000783678024779149,0.0013209613914952744,0.008177570093457943,0.26182998656675616,0.007321712373850084
3493,Lafayette Regional Airport,Lafayette,United States,LFT,KLFT,30.20529938,-91.98760223,42,-6,A,America/Chicago,airport,OurAirports,0.00303535414082668,9.925872207044283e-05,0.0017523364485981306,0.27237448487747445,0.0
3494,Newark Liberty International Airport,Newark,United States,EWR,KEWR,40.69250106811523,-74.168701171875,18,-5,A,America/New_York,airport,OurAirports,0.09403828584673289,0.002731591949986172,0.08907710280373832,0.366007904731199,0.017392612378705662
3495,Boise Air Terminal/Gowen field,Boise,United States,BOI,KBOI,43.56439972,-116.22299960000001,2871,-7,A,America/Denver,airport,OurAirports,0.008716536198879216,0.0003544625884881148,0.009345794392523364,0.28470419406945885,2.2117340653355898e-05
3496,Creech Air Force Base,Indian Springs,United States,INS,KINS,36.5872001648,-115.672996521,3133,-8,A,America/Los_Angeles,airport,OurAirports,,,,,
3497,Garden City Regional Airport,Garden City,United States,GCK,KGCK,37.9275016785,-100.72399902299999,2891,-6,A,America/Chicago,airport,OurAirports,0.0009150301257539657,6.323309534385677e-05,0.0005841121495327102,0.26162370752589365,0.0
3498,Minot International Airport,Minot,United States,MOT,KMOT,48.2593994140625,-101.27999877929688,1716,-6,A,America/Chicago,airport,OurAirports,0.00218237751547573,0.00012366908084772258,0.002336448598130841,0.25786532999116074,1.5507445079512362e-06
3499,Wheeler Army Airfield,Wahiawa,United States,HHI,PHHI,21.48349953,-158.03999330000002,837,-10,A,Pacific/Honolulu,airport,OurAirports,,,,,
3500,Maxwell Air Force Base,Montgomery,United States,MXF,KMXF,32.38290023803711,-86.36579895019531,171,-6,A,America/Chicago,airport,OurAirports,,,,,
3501,Robinson Army Air Field,Robinson,United States,\N,KRBM,34.85010147,-92.30020142,587,-6,A,America/Chicago,airport,OurAirports,,,,,
3502,Dallas Love Field,Dallas,United States,DAL,KDAL,32.84709930419922,-96.85179901123048,487,-6,A,America/Chicago,airport,OurAirports,0.005776923349694259,0.00046446820100104046,0.013142523364485981,0.27088585689095096,0.00036897057804065477
3503,Butts AAF (Fort Carson) Air Field,Fort Carson,United States,FCS,KFCS,38.67839813,-104.75700379999999,5838,-7,A,America/Denver,airport,OurAirports,,,,,
3504,Helena Regional Airport,Helena,United States,HLN,KHLN,46.6068000793457,-111.98300170898438,3877,-7,A,America/Denver,airport,OurAirports,0.0019173347050828998,0.00012745659909549654,0.002628504672897196,0.2552490176499745,0.0
3505,Miramar Marine Corps Air Station - Mitscher Field,Miramar,United States,NKX,KNKX,32.86840057,-117.1429977,477,-8,A,America/Los_Angeles,airport,OurAirports,,,,,
3506,Luke Air Force Base,Phoenix,United States,LUF,KLUF,33.534999847399995,-112.383003235,1085,-7,A,America/Phoenix,airport,OurAirports,,,,,
3507,Hurlburt Field,Mary Esther,United States,\N,KHRT,30.42779922485352,-86.68930053710938,38,-6,A,America/Chicago,airport,OurAirports,,,,,
3508,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,United States,HHR,KHHR,33.922798,-118.334999,66,-8,A,America/Los_Angeles,airport,OurAirports,,,,,
3509,Houlton International Airport,Houlton,United States,HUL,KHUL,46.123100280799996,-67.79209899899999,489,-5,A,America/New_York,airport,OurAirports,,,,,
3510,Vance Air Force Base,Enid,United States,END,KEND,36.339199066199996,-97.9164962769,1307,-6,A,America/Chicago,airport,OurAirports,,,,,
3511,Point Mugu Naval Air Station (Naval Base Ventura Co),Point Mugu,United States,NTD,KNTD,34.120300293,-119.12100219700001,13,-8,A,America/Los_Angeles,airport,OurAirports,,,,,
3512,Edwards Air Force Base,Edwards Afb,United States,EDW,KEDW,34.905398999999996,-117.884003,2312,-8,A,America/Los_Angeles,airport,OurAirports,,,,,
3513,Lake Charles Regional Airport,Lake Charles,United States,LCH,KLCH,30.12610054016113,-93.22329711914062,15,-6,A,America/Chicago,airport,OurAirports,0.0018617927013641373,8.095719314457063e-05,0.0011682242990654205,0.26849852196201235,0.0
3514,Kona International At Keahole Airport,Kona,United States,KOA,PHKO,19.738800048828125,-156.04600524902344,47,-10,N,Pacific/Honolulu,airport,OurAirports,0.005328356263078886,0.0002830958681912344,0.006425233644859813,0.2810180011530988,5.4125244112188045e-05
3515,Myrtle Beach International Airport,Myrtle Beach,United States,MYR,KMYR,33.6796989441,-78.9282989502,25,-5,A,America/New_York,airport,OurAirports,0.01207558575112771,0.0005296983778438341,0.013434579439252336,0.28858866078266865,0.0006524055082004576
3516,Lemoore Naval Air Station (Reeves Field) Airport,Lemoore,United States,NLC,KNLC,36.33300018,-119.95200349999999,232,-8,A,America/Los_Angeles,airport,OurAirports,,,,,
3517,Nantucket Memorial Airport,Nantucket,United States,ACK,KACK,41.25310135,-70.06020355,47,-5,A,America/New_York,airport,OurAirports,0.0010137079545226222,0.00026909252435981963,0.003504672897196261,0.25444714731638707,0.0007424882612557788
3518,Felker Army Air Field,Fort Eustis,United States,FAF,KFAF,37.1324996948,-76.60880279540002,12,-5,A,America/New_York,airport,OurAirports,,,,,
3519,Campbell AAF (Fort Campbell) Air Field,Hopkinsville,United States,HOP,KHOP,36.668598175,-87.49620056150002,573,-6,A,America/Chicago,airport,OurAirports,,,,,
3520,Ronald Reagan Washington National Airport,Washington,United States,DCA,KDCA,38.8521,-77.037697,15,-5,A,America/New_York,airport,OurAirports,0.035600910356502063,0.0016627220586870912,0.052570093457943924,0.30942878490739545,0.0011003853566921699
3521,Patuxent River Naval Air Station/Trapnell Field Aiport,Patuxent River,United States,NHK,KNHK,38.28599929999999,-76.41179657,39,-5,A,America/New_York,airport,OurAirports,,,,,
3522,Palacios Municipal Airport,Palacios,United States,PSX,KPSX,28.727500915527,-96.25099945068399,14,-6,A,America/Chicago,airport,OurAirports,,,,,
3523,Arkansas International Airport,Blytheville,United States,BYH,KBYH,35.9642982483,-89.94400024410002,254,-6,A,America/Chicago,airport,OurAirports,,,,,
3524,Atlantic City International Airport,Atlantic City,United States,ACY,KACY,39.45759963989258,-74.57720184326172,75,-5,A,America/New_York,airport,OurAirports,0.006178765405143671,0.00019823261293378715,0.005257009345794392,0.27966900114756343,3.574273008969556e-07
3525,Tinker Air Force Base,Oklahoma City,United States,TIK,KTIK,35.414699554443004,-97.386596679688,1291,-6,A,America/Chicago,airport,OurAirports,,,,,
3527,Pueblo Memorial Airport,Pueblo,United States,PUB,KPUB,38.289100646972656,-104.49700164794922,4726,-7,A,America/Denver,airport,OurAirports,0.0007071640782140122,6.561848122894616e-05,0.0005841121495327102,0.25151781561964465,0.0
3528,Northern Maine Regional Airport at Presque Isle,Presque Isle,United States,PQI,KPQI,46.68899918,-68.0447998,534,-5,A,America/New_York,airport,OurAirports,0.0008690330032037779,6.19377194315648e-05,0.0005841121495327102,0.25429127189112244,0.0
3530,Gray Army Air Field,Fort Lewis,United States,GRF,KGRF,47.07920074,-122.5810013,300,-8,A,America/Los_Angeles,airport,OurAirports,,,,,
3531,Kodiak Airport,Kodiak,United States,ADQ,PADQ,57.75,-152.4940033,78,-9,A,America/Anchorage,airport,OurAirports,0.00010128854163532216,0.0003851141236407709,0.0037967289719626164,0.22532159856331715,0.004313095715896587
3532,Upolu Airport,Opolu,United States,UPP,PHUP,20.265300750732425,-155.86000061035156,96,-10,A,Pacific/Honolulu,airport,OurAirports,,,,,
3533,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599411010746,-80.15270233154297,9,-5,A,America/New_York,airport,OurAirports,0.04055682982480324,0.0020118126732513973,0.05665887850467289,0.32016869645450907,0.006094162367092432
3534,Davis Field,Muskogee,United States,MKO,KMKO,35.65650177,-95.36669922,611,-6,A,America/Chicago,airport,OurAirports,,,,,
3535,Falls International Airport,International Falls,United States,INL,KINL,48.566200256347656,-93.4030990600586,1185,-6,A,America/Chicago,airport,OurAirports,0.0007080399465722167,0.00010961236466102849,0.0011682242990654205,0.2505500014807732,0.0
3536,Salt Lake City International Airport,Salt Lake City,United States,SLC,KSLC,40.78839874267578,-111.97799682617188,4227,-7,A,America/Denver,airport,OurAirports,0.03213712651242067,0.002154365647946337,0.052862149532710276,0.3192146226690539,0.007695851647303101
3537,Childress Municipal Airport,Childress,United States,CDS,KCDS,34.4337997437,-100.288002014,1954,-6,A,America/Chicago,airport,OurAirports,,,,,
3538,Keesler Air Force Base,Biloxi,United States,BIX,KBIX,30.4104003906,-88.92440032959999,33,-6,A,America/Chicago,airport,OurAirports,,,,,
3539,Lawson Army Air Field (Fort Benning),Fort Benning,United States,LSF,KLSF,32.337299346900004,-84.9913024902,232,-5,A,America/New_York,airport,OurAirports,,,,,
3541,Marshall Army Air Field,Fort Riley,United States,FRI,KFRI,39.05530167,-96.76450348,1065,-6,A,America/Chicago,airport,OurAirports,,,,,
3542,Harrisburg International Airport,Harrisburg,United States,MDT,KMDT,40.1935005188,-76.7633972168,310,-5,A,America/New_York,airport,OurAirports,0.009888958131032606,0.00025764194146339506,0.007009345794392522,0.28558563120280084,7.132828198310454e-05
3543,Lincoln Airport,Lincoln,United States,LNK,KLNK,40.85100173950195,-96.75920104980469,1219,-6,A,America/Chicago,airport,OurAirports,0.0027069166674198505,0.00010213615653514795,0.0017523364485981306,0.27132851700516125,0.0
3544,Capital City Airport,Lansing,United States,LAN,KLAN,42.77870178222656,-84.58740234375,861,-5,A,America/New_York,airport,OurAirports,0.004595297700326643,0.00015118658579157512,0.003504672897196261,0.2776812208066033,8.393593419533233e-06
3545,Waimea Kohala Airport,Kamuela,United States,MUE,PHMU,20.001300811767575,-155.66799926757812,2671,-10,A,Pacific/Honolulu,airport,OurAirports,0.00012576432277665677,6.743224825545107e-05,0.0005841121495327102,0.22330641649022717,0.0
3546,Massena International Richards Field,Massena,United States,MSS,KMSS,44.93579864501953,-74.84559631347656,215,-5,A,America/New_York,airport,OurAirports,0.00019514199585018952,6.372805391318721e-05,0.0005841121495327102,0.22095879430608611,0.0
3547,Hickory Regional Airport,Hickory,United States,HKY,KHKY,35.74110031,-81.38950348,1190,-5,A,America/New_York,airport,OurAirports,,,,,
3548,Albert Whitted Airport,St. Petersburg,United States,SPG,KSPG,27.765100479125977,-82.62699890136719,7,-5,A,America/New_York,airport,OurAirports,,,,,
3549,Page Field,Fort Myers,United States,FMY,KFMY,26.58659935,-81.86329650879998,17,-5,A,America/New_York,airport,OurAirports,,,,,
3550,George Bush Intercontinental Houston Airport,Houston,United States,IAH,KIAH,29.98439979553223,-95.34140014648438,97,-6,A,America/Chicago,airport,OurAirports,0.06557475397656702,0.003521990952848008,0.09842289719626167,0.3621362834924938,0.02296193741185647
3551,Millinocket Municipal Airport,Millinocket,United States,MLT,KMLT,45.64780044555664,-68.68560028076172,408,-5,A,America/New_York,airport,OurAirports,,,,,
3552,Andrews Air Force Base,Camp Springs,United States,ADW,KADW,38.810798645,-76.86699676510001,280,-5,A,America/New_York,airport,OurAirports,,,,,
3553,Smith Reynolds Airport,Winston-salem,United States,INT,KINT,36.13370132446289,-80.22200012207031,969,-5,A,America/New_York,airport,OurAirports,,,,,
3554,Southern California Logistics Airport,Victorville,United States,VCV,KVCV,34.597499847399995,-117.383003235,2885,-8,A,America/Los_Angeles,airport,OurAirports,,,,,
3555,Bob Sikes Airport,Crestview,United States,CEW,KCEW,30.778799056999997,-86.522102356,213,-6,A,America/Chicago,airport,OurAirports,,,,,
3556,Wheeler Sack Army Air Field,Fort Drum,United States,GTB,KGTB,44.05559921,-75.71949768,688,-5,A,America/New_York,airport,OurAirports,,,,,
3557,St Clair County International Airport,Port Huron,United States,PHN,KPHN,42.91099929999999,-82.52890015,650,-5,A,America/New_York,airport,OurAirports,,,,,
3558,Meadows Field,Bakersfield,United States,BFL,KBFL,35.43360138,-119.0569992,510,-8,A,America/Los_Angeles,airport,OurAirports,0.004156394675714102,0.00013782372251632278,0.0029205607476635513,0.28300577123113757,0.0
3559,El Paso International Airport,El Paso,United States,ELP,KELP,31.80719948,-106.37799840000002,3959,-7,A,America/Denver,airport,OurAirports,0.008523191917273585,0.00025534978286764065,0.007301401869158878,0.29017736102989933,4.798493451919383e-06
3560,Valley International Airport,Harlingen,United States,HRL,KHRL,26.228500366210934,-97.65440368652344,36,-6,A,America/Chicago,airport,OurAirports,0.0020957035057162835,0.00014562778937698978,0.003504672897196261,0.26511174514020186,1.508463091466884e-07
3561,Columbia Metropolitan Airport,Columbia,United States,CAE,KCAE,33.93880081176758,-81.11949920654297,236,-5,A,America/New_York,airport,OurAirports,0.008971755894163986,0.00021337597182895249,0.005841121495327103,0.284997401272414,2.4060326061599468e-08
3562,Davis Monthan Air Force Base,Tucson,United States,DMA,KDMA,32.1665000916,-110.883003235,2704,-7,A,America/Phoenix,airport,OurAirports,,,,,
3563,Pensacola Naval Air Station/Forrest Sherman Field,Pensacola,United States,NPA,KNPA,30.35269928,-87.31860352,28,-6,A,America/Chicago,airport,OurAirports,,,,,
3564,Pensacola Regional Airport,Pensacola,United States,PNS,KPNS,30.473400115967003,-87.18659973144501,121,-6,A,America/Chicago,airport,OurAirports,0.008461020731426287,0.0002287681652156438,0.006425233644859813,0.28548742431449176,3.6124174311027516e-07
3565,Grand Forks Air Force Base,Red River,United States,RDR,KRDR,47.961101532,-97.4011993408,913,-6,A,America/Chicago,airport,OurAirports,,,,,
3566,William P Hobby Airport,Houston,United States,HOU,KHOU,29.64539909,-95.27890015,46,-6,A,America/Chicago,airport,OurAirports,0.020299693801783918,0.0008629252526388045,0.02803738317757009,0.2953388224498549,0.00019972357980937945
3567,Buckley Air Force Base,Buckley,United States,BKF,KBKF,39.701698303200004,-104.75199890100001,5662,-7,A,America/Denver,airport,OurAirports,,,,,
3568,Northway Airport,Northway,United States,ORT,PAOR,62.96129989999999,-141.9290009,1715,-9,A,America/Anchorage,airport,OurAirports,,,,,
3569,Palmer Municipal Airport,Palmer,United States,PAQ,PAAQ,61.59489822387695,-149.08900451660156,242,-9,A,America/Anchorage,airport,OurAirports,,,,,
3570,Pittsburgh International Airport,Pittsburgh,United States,PIT,KPIT,40.49150085,-80.23290253,1203,-5,A,America/New_York,airport,OurAirports,0.028669864504517077,0.0006655303840307171,0.02161214953271028,0.3126920639949311,4.2277921336148394e-05
3571,Wiley Post Will Rogers Memorial Airport,Barrow,United States,BRW,PABR,71.285402,-156.766008,44,-9,A,America/Anchorage,airport,OurAirports,0.00010296066047657841,0.000472851329263562,0.0037967289719626164,0.22536747333737145,0.0020047147260665063
3572,Ellington Airport,Houston,United States,EFD,KEFD,29.6072998047,-95.15879821780001,32,-6,A,America/Chicago,airport,OurAirports,,,,,
3573,Whidbey Island Naval Air Station /Ault Field/ Airport,Whidbey Island,United States,NUW,KNUW,48.35179901,-122.65599820000001,47,-8,A,America/Los_Angeles,airport,OurAirports,,,,,
3574,Alice International Airport,Alice,United States,ALI,KALI,27.740900039699998,-98.02690124510002,178,-6,A,America/Chicago,airport,OurAirports,,,,,
3575,Moody Air Force Base,Valdosta,United States,VAD,KVAD,30.967800140399998,-83.1930007935,233,-5,A,America/New_York,airport,OurAirports,,,,,
3576,Miami International Airport,Miami,United States,MIA,KMIA,25.79319953918457,-80.29060363769531,8,-5,A,America/New_York,airport,OurAirports,0.06295759937864155,0.0027744987811276845,0.07856308411214953,0.34280889022671296,0.021461491066695256
3577,Seattle Tacoma International Airport,Seattle,United States,SEA,KSEA,47.44900131225586,-122.30899810791016,433,-8,A,America/Los_Angeles,airport,OurAirports,0.046471651863864906,0.0022538226572704208,0.053738317757009345,0.3505531214637568,0.04526840982864363
3578,Lovell Field,Chattanooga,United States,CHA,KCHA,35.03530120849609,-85.20379638671875,683,-5,A,America/New_York,airport,OurAirports,0.005672999823117325,0.00018728702525358802,0.004672897196261682,0.280211772814629,2.820603638251665e-05
3579,Igor I Sikorsky Memorial Airport,Stratford,United States,BDR,KBDR,41.16350173950195,-73.1261978149414,9,-5,A,America/New_York,airport,OurAirports,,,,,
3580,Jackson-Medgar Wiley Evers International Airport,Jackson,United States,JAN,KJAN,32.3111991882,-90.0758972168,346,-6,A,America/Chicago,airport,OurAirports,0.007075469835180657,0.00019683589200539524,0.005257009345794392,0.2824521323148905,3.574734972318525e-07
3581,Scholes International At Galveston Airport,Galveston,United States,GLS,KGLS,29.265300750732425,-94.8603973388672,6,-6,A,America/Chicago,airport,OurAirports,,,,,
3582,Long Beach /Daugherty Field/ Airport,Long Beach,United States,LGB,KLGB,33.81769943,-118.15200039999999,60,-8,A,America/Los_Angeles,airport,OurAirports,0.007995870061114024,0.00025734273119383587,0.007009345794392522,0.2874147238727859,7.66578890099327e-07
3583,Dillingham Airfield,Dillingham,United States,HDH,PHDH,21.5795001984,-158.197006226,14,-10,A,Pacific/Honolulu,airport,OurAirports,,,,,
3584,Williamsport Regional Airport,Williamsport,United States,IPT,KIPT,41.241798400878906,-76.92109680175781,529,-5,A,America/New_York,airport,OurAirports,0.0010133808160354197,6.000886586049372e-05,0.0005841121495327102,0.2514797212893728,0.0
3585,Indianapolis International Airport,Indianapolis,United States,IND,KIND,39.7173,-86.294403,797,-5,A,America/New_York,airport,OurAirports,0.025529606087468442,0.000642810761561725,0.02044392523364486,0.3021096906501245,3.526575557124175e-05
3586,Whiteman Air Force Base,Knobnoster,United States,SZL,KSZL,38.73030090332,-93.547897338867,870,-6,A,America/Chicago,airport,OurAirports,,,,,
3587,Akron Fulton International Airport,Akron,United States,AKC,KAKR,41.0374984741,-81.46690368649999,1067,-5,A,America/New_York,airport,OurAirports,,,,,
3588,Greenwood–Leflore Airport,Greenwood,United States,GWO,KGWO,33.4943008423,-90.08470153809999,162,-6,A,America/Chicago,airport,OurAirports,,,,,
3589,Westchester County Airport,White Plains,United States,HPN,KHPN,41.06700134277344,-73.70760345458984,439,-5,A,America/New_York,airport,OurAirports,0.007977460946578845,0.0003650969773725612,0.008761682242990653,0.27983396980080627,0.0003805789334290642
3590,Francis S Gabreski Airport,West Hampton Beach,United States,FOK,KFOK,40.8437004089,-72.6317977905,67,-5,A,America/New_York,airport,OurAirports,,,,,
3591,Jonesboro Municipal Airport,Jonesboro,United States,JBR,KJBR,35.83169937133789,-90.64640045166016,262,-6,A,America/Chicago,airport,OurAirports,0.0004519095964581557,6.339625097024438e-05,0.0005841121495327102,0.23295613606637447,0.0
3592,Tonopah Test Range Airport,Tonopah,United States,\N,KTNX,37.7988014221,-116.78099823,5549,-8,A,America/Los_Angeles,airport,OurAirports,,,,,
3593,Palm Beach County Park Airport,West Palm Beach,United States,LNA,KLNA,26.59300041,-80.08509827,14,-5,A,America/New_York,airport,OurAirports,,,,,
3594,North Island Naval Air Station-Halsey Field,San Diego,United States,NZY,KNZY,32.69919968,-117.2149963,26,-8,A,America/Los_Angeles,airport,OurAirports,,,,,
3595,Biggs Army Air Field (Fort Bliss),El Paso,United States,BIF,KBIF,31.84950066,-106.3799973,3946,-7,A,America/Denver,airport,OurAirports,,,,,
3596,Yuma MCAS/Yuma International Airport,Yuma,United States,YUM,KNYL,32.65660095,-114.6060028,213,-7,N,America/Phoenix,airport,OurAirports,0.0016474046921828402,8.10601026376819e-05,0.0011682242990654205,0.2741508890965218,0.0
3597,Cavern City Air Terminal,Carlsbad,United States,CNM,KCNM,32.337501525878906,-104.26300048828124,3295,-7,A,America/Denver,airport,OurAirports,0.00020809586443616638,6.364657237626378e-05,0.0005841121495327102,0.22796661767187262,0.0
3598,Duluth International Airport,Duluth,United States,DLH,KDLH,46.8420982361,-92.19360351559999,1428,-6,A,America/Chicago,airport,OurAirports,0.002777151004527218,0.0001199290954601192,0.002336448598130841,0.27057685322465314,4.88402863186945e-06
3599,Bethel Airport,Bethel,United States,BET,PABE,60.77980042,-161.8379974,126,-9,A,America/Anchorage,airport,OurAirports,0.00010152853933484063,0.002350449802371518,0.01255841121495327,0.22624265701227472,0.017804185118899724
